NHGISCODE,GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME,AV0AA,B18AA,B18AB,B18AC,B18AD,B18AE,B70AA,B70AB,B70AC,B70AD,B70AE,B70AF,B70AG,B70AH,B70AI,B70AJ,A41AA,B70AAM,B70ABM,B70ACM,B70ADM,B70AEM,B70AFM,B70AGM,B70AHM,B70AIM,B70AJM
G1100010008001,G1100010008001,1980,District of Columbia,11,110,District of Columbia,001,0010,008001,State: 11 County: 001 Tract: 80.01,3498,322,3142,0,15,,263,109,166,112,139,154,72,65,45,6,1306,,,,,,,,,,
G1100010008002,G1100010008002,1980,District of Columbia,11,110,District of Columbia,001,0010,008002,State: 11 County: 001 Tract: 80.02,3520,488,3026,0,6,,285,222,249,166,98,81,98,83,27,9,1440,,,,,,,,,,
G1100010008100,G11000100081,1980,District of Columbia,11,110,District of Columbia,001,0010,008100,State: 11 County: 001 Tract: 81,3200,1276,1870,0,53,,274,189,219,112,103,101,59,113,102,41,1477,,,,,,,,,,
G1100010008200,G11000100082,1980,District of Columbia,11,110,District of Columbia,001,0010,008200,State: 11 County: 001 Tract: 82,2517,2156,274,8,42,,382,251,153,119,123,96,54,136,109,33,1607,,,,,,,,,,
G1100010008301,G1100010008301,1980,District of Columbia,11,110,District of Columbia,001,0010,008301,State: 11 County: 001 Tract: 83.01,2377,855,1483,0,13,,235,152,110,49,64,80,78,70,55,24,1244,,,,,,,,,,
G1100010008302,G1100010008302,1980,District of Columbia,11,110,District of Columbia,001,0010,008302,State: 11 County: 001 Tract: 83.02,2349,712,1565,30,52,,282,107,60,57,100,106,45,95,57,6,976,,,,,,,,,,
G1100010008401,G1100010008401,1980,District of Columbia,11,110,District of Columbia,001,0010,008401,State: 11 County: 001 Tract: 84.01,2301,31,2196,0,0,,285,90,97,59,37,31,27,21,6,6,720,,,,,,,,,,
G1100010008402,G1100010008402,1980,District of Columbia,11,110,District of Columbia,001,0010,008402,State: 11 County: 001 Tract: 84.02,2159,417,1784,0,32,,305,113,79,49,57,31,15,28,48,22,897,,,,,,,,,,
G1100010008500,G11000100085,1980,District of Columbia,11,110,District of Columbia,001,0010,008500,State: 11 County: 001 Tract: 85,4312,134,4147,29,0,,441,191,144,186,107,50,65,28,11,17,1451,,,,,,,,,,
G1100010008600,G11000100086,1980,District of Columbia,11,110,District of Columbia,001,0010,008600,State: 11 County: 001 Tract: 86,533,49,470,0,0,,71,35,28,0,8,5,0,20,0,0,166,,,,,,,,,,
G1100010008701,G1100010008701,1980,District of Columbia,11,110,District of Columbia,001,0010,008701,State: 11 County: 001 Tract: 87.01,3182,25,3145,0,0,,194,142,124,152,90,87,17,41,29,11,1018,,,,,,,,,,
G1100010008702,G1100010008702,1980,District of Columbia,11,110,District of Columbia,001,0010,008702,State: 11 County: 001 Tract: 87.02,2078,41,2025,0,0,,314,120,92,64,62,21,32,20,14,16,803,,,,,,,,,,
G1100010008802,G1100010008802,1980,District of Columbia,11,110,District of Columbia,001,0010,008802,State: 11 County: 001 Tract: 88.02,5224,59,5137,12,16,,764,266,226,156,173,87,44,54,39,5,1917,,,,,,,,,,
G1100010008803,G1100010008803,1980,District of Columbia,11,110,District of Columbia,001,0010,008803,State: 11 County: 001 Tract: 88.03,2659,960,1635,11,34,,462,99,81,31,20,0,0,0,0,0,699,,,,,,,,,,
G1100010008804,G1100010008804,1980,District of Columbia,11,110,District of Columbia,001,0010,008804,State: 11 County: 001 Tract: 88.04,3350,12,3296,0,25,,719,278,226,100,123,29,14,14,9,0,1597,,,,,,,,,,
G1100010008903,G1100010008903,1980,District of Columbia,11,110,District of Columbia,001,0010,008903,State: 11 County: 001 Tract: 89.03,3728,41,3660,0,27,,608,289,228,160,90,61,20,37,9,6,1580,,,,,,,,,,
G1100010008904,G1100010008904,1980,District of Columbia,11,110,District of Columbia,001,0010,008904,State: 11 County: 001 Tract: 89.04,4249,15,4221,5,0,,960,342,251,156,72,31,0,43,7,0,1903,,,,,,,,,,
G1100010008905,G1100010008905,1980,District of Columbia,11,110,District of Columbia,001,0010,008905,State: 11 County: 001 Tract: 89.05,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
G1100010009001,G1100010009001,1980,District of Columbia,11,110,District of Columbia,001,0010,009001,State: 11 County: 001 Tract: 90.01,1398,87,1411,0,0,,545,26,46,48,52,68,26,55,22,6,942,,,,,,,,,,
G1100010009002,G1100010009002,1980,District of Columbia,11,110,District of Columbia,001,0010,009002,State: 11 County: 001 Tract: 90.02,1582,97,1378,0,0,,98,72,71,120,50,33,41,58,14,0,622,,,,,,,,,,
G1100010009101,G1100010009101,1980,District of Columbia,11,110,District of Columbia,001,0010,009101,State: 11 County: 001 Tract: 91.01,3993,511,3477,0,0,,267,125,232,103,179,106,51,82,56,17,1272,,,,,,,,,,
G1100010009102,G1100010009102,1980,District of Columbia,11,110,District of Columbia,001,0010,009102,State: 11 County: 001 Tract: 91.02,5465,138,5323,0,0,,620,314,241,199,96,121,51,90,50,0,1861,,,,,,,,,,
G1100010009201,G1100010009201,1980,District of Columbia,11,110,District of Columbia,001,0010,009201,State: 11 County: 001 Tract: 92.01,2916,1725,1091,0,41,,174,72,85,141,51,29,22,7,15,0,623,,,,,,,,,,
G1100010009202,G1100010009202,1980,District of Columbia,11,110,District of Columbia,001,0010,009202,State: 11 County: 001 Tract: 92.02,6086,207,5831,16,7,,1158,432,340,167,163,136,61,34,41,13,2603,,,,,,,,,,
G1100010009301,G1100010009301,1980,District of Columbia,11,110,District of Columbia,001,0010,009301,State: 11 County: 001 Tract: 93.01,3949,649,3098,10,67,,309,135,242,188,147,102,50,83,19,29,1360,,,,,,,,,,
G1100010009302,G1100010009302,1980,District of Columbia,11,110,District of Columbia,001,0010,009302,State: 11 County: 001 Tract: 93.02,2093,28,2122,0,0,,273,225,175,93,64,47,0,35,35,9,1002,,,,,,,,,,
G1100010009400,G11000100094,1980,District of Columbia,11,110,District of Columbia,001,0010,009400,State: 11 County: 001 Tract: 94,5049,245,4771,8,25,,349,187,233,142,202,179,143,144,136,18,1809,,,,,,,,,,
G1100010009501,G1100010009501,1980,District of Columbia,11,110,District of Columbia,001,0010,009501,State: 11 County: 001 Tract: 95.01,4341,1057,3173,16,52,,516,283,266,226,104,57,66,22,20,13,1651,,,,,,,,,,
G1100010009502,G1100010009502,1980,District of Columbia,11,110,District of Columbia,001,0010,009502,State: 11 County: 001 Tract: 95.02,7207,1277,5874,11,32,,437,356,390,273,322,224,217,251,68,8,2601,,,,,,,,,,
G1100010009503,G1100010009503,1980,District of Columbia,11,110,District of Columbia,001,0010,009503,State: 11 County: 001 Tract: 95.03,3899,687,3199,6,0,,177,84,120,191,122,96,106,154,198,0,1286,,,,,,,,,,
G1100010009505,G1100010009505,1980,District of Columbia,11,110,District of Columbia,001,0010,009505,State: 11 County: 001 Tract: 95.05,3219,275,2932,0,12,,170,145,151,152,150,56,131,103,91,8,1176,,,,,,,,,,
G1100010009507,G1100010009507,1980,District of Columbia,11,110,District of Columbia,001,0010,009507,State: 11 County: 001 Tract: 95.07,2007,58,1899,0,0,,65,92,106,74,92,44,74,57,22,26,656,,,,,,,,,,
G1100010009508,G1100010009508,1980,District of Columbia,11,110,District of Columbia,001,0010,009508,State: 11 County: 001 Tract: 95.08,3538,62,3493,13,15,,219,131,165,123,150,148,136,156,84,6,1307,,,,,,,,,,
G1100010009601,G1100010009601,1980,District of Columbia,11,110,District of Columbia,001,0010,009601,State: 11 County: 001 Tract: 96.01,3506,3,3493,7,0,,368,130,86,81,83,32,38,49,37,7,902,,,,,,,,,,
G1100010009602,G1100010009602,1980,District of Columbia,11,110,District of Columbia,001,0010,009602,State: 11 County: 001 Tract: 96.02,3322,10,3312,0,0,,674,228,110,75,70,27,10,25,0,0,1288,,,,,,,,,,
G1100010009603,G1100010009603,1980,District of Columbia,11,110,District of Columbia,001,0010,009603,State: 11 County: 001 Tract: 96.03,3900,28,3961,0,7,,481,397,327,206,189,105,57,86,22,7,1847,,,,,,,,,,
G1100010009604,G1100010009604,1980,District of Columbia,11,110,District of Columbia,001,0010,009604,State: 11 County: 001 Tract: 96.04,2452,36,2305,0,8,,242,170,184,98,151,42,19,36,16,8,1014,,,,,,,,,,
G1100010009700,G11000100097,1980,District of Columbia,11,110,District of Columbia,001,0010,009700,State: 11 County: 001 Tract: 97,4559,41,4493,19,0,,618,208,205,93,59,99,38,54,0,5,1548,,,,,,,,,,
G1100010009801,G1100010009801,1980,District of Columbia,11,110,District of Columbia,001,0010,009801,State: 11 County: 001 Tract: 98.01,3539,23,3516,0,0,,431,151,185,123,79,61,12,12,0,0,1136,,,,,,,,,,
G1100010009802,G1100010009802,1980,District of Columbia,11,110,District of Columbia,001,0010,009802,State: 11 County: 001 Tract: 98.02,2814,20,2751,0,0,,363,89,140,124,53,10,20,0,15,0,975,,,,,,,,,,
G1100010009803,G1100010009803,1980,District of Columbia,11,110,District of Columbia,001,0010,009803,State: 11 County: 001 Tract: 98.03,3347,80,3252,0,15,,507,292,183,178,107,34,37,28,6,0,1443,,,,,,,,,,
G1100010009804,G1100010009804,1980,District of Columbia,11,110,District of Columbia,001,0010,009804,State: 11 County: 001 Tract: 98.04,2426,43,2396,0,0,,291,183,185,61,46,34,18,28,25,0,986,,,,,,,,,,
G1100010009805,G1100010009805,1980,District of Columbia,11,110,District of Columbia,001,0010,009805,State: 11 County: 001 Tract: 98.05,1294,77,1194,0,0,,245,143,85,55,25,36,16,0,0,0,659,,,,,,,,,,
G1100010009806,G1100010009806,1980,District of Columbia,11,110,District of Columbia,001,0010,009806,State: 11 County: 001 Tract: 98.06,6917,112,6771,0,0,,854,651,494,220,170,67,27,41,7,0,2715,,,,,,,,,,
G1100010009807,G1100010009807,1980,District of Columbia,11,110,District of Columbia,001,0010,009807,State: 11 County: 001 Tract: 98.07,4023,244,3727,8,44,,464,343,309,131,115,53,57,50,21,7,1695,,,,,,,,,,
G1100010009808,G1100010009808,1980,District of Columbia,11,110,District of Columbia,001,0010,009808,State: 11 County: 001 Tract: 98.08,2475,34,2445,0,0,,362,232,196,153,157,19,36,16,7,0,1460,,,,,,,,,,
G1100010009809,G1100010009809,1980,District of Columbia,11,110,District of Columbia,001,0010,009809,State: 11 County: 001 Tract: 98.09,2082,651,1394,0,0,,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,
G1100010009901,G1100010009901,1980,District of Columbia,11,110,District of Columbia,001,0010,009901,State: 11 County: 001 Tract: 99.01,2904,394,2436,0,10,,109,83,93,171,120,86,66,144,172,9,1070,,,,,,,,,,
G1100010009902,G1100010009902,1980,District of Columbia,11,110,District of Columbia,001,0010,009902,State: 11 County: 001 Tract: 99.02,3617,167,3429,0,0,,249,226,117,125,102,67,124,138,62,0,1254,,,,,,,,,,
G1100010009903,G1100010009903,1980,District of Columbia,11,110,District of Columbia,001,0010,009903,State: 11 County: 001 Tract: 99.03,3902,0,3895,0,7,,576,233,156,105,55,51,41,57,32,0,1305,,,,,,,,,,
G1100010009904,G1100010009904,1980,District of Columbia,11,110,District of Columbia,001,0010,009904,State: 11 County: 001 Tract: 99.04,4056,0,4032,6,0,,483,288,217,168,160,61,16,5,4,5,1441,,,,,,,,,,
G1100010009905,G1100010009905,1980,District of Columbia,11,110,District of Columbia,001,0010,009905,State: 11 County: 001 Tract: 99.05,3632,0,3625,7,0,,454,251,179,165,114,58,25,28,15,0,1365,,,,,,,,,,
G1100010009906,G1100010009906,1980,District of Columbia,11,110,District of Columbia,001,0010,009906,State: 11 County: 001 Tract: 99.06,2188,0,2168,8,0,,330,154,100,164,58,45,33,16,0,0,922,,,,,,,,,,
G1100010009907,G1100010009907,1980,District of Columbia,11,110,District of Columbia,001,0010,009907,State: 11 County: 001 Tract: 99.07,3405,25,3352,8,32,,429,237,121,117,65,56,52,21,12,12,1174,,,,,,,,,,
G4201010000100,G42010100001,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000100,State: 42 County: 101 Tract: 1,656,654,46,0,5,,124,30,54,59,56,7,12,19,17,10,425,,,,,,,,,,
G4201010000200,G42010100002,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000200,State: 42 County: 101 Tract: 2,1150,367,54,0,717,,247,59,26,6,17,7,10,13,13,0,528,,,,,,,,,,
G4201010000300,G42010100003,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000300,State: 42 County: 101 Tract: 3,2160,1792,253,7,21,,528,173,239,77,89,37,37,21,23,44,1389,,,,,,,,,,
G4201010000400,G42010100004,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000400,State: 42 County: 101 Tract: 4,4533,4103,305,10,71,,1200,507,388,383,152,121,63,122,156,100,3366,,,,,,,,,,
G4201010000500,G42010100005,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000500,State: 42 County: 101 Tract: 5,461,410,30,0,36,,247,75,53,15,0,0,0,0,0,0,432,,,,,,,,,,
G4201010000600,G42010100006,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000600,State: 42 County: 101 Tract: 6,279,236,30,0,8,,103,52,17,13,0,3,0,0,0,7,199,,,,,,,,,,
G4201010000700,G42010100007,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000700,State: 42 County: 101 Tract: 7,2448,2159,205,0,69,,604,263,243,164,160,47,63,27,35,45,1910,,,,,,,,,,
G4201010000800,G42010100008,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000800,State: 42 County: 101 Tract: 8,8110,7581,324,8,117,,1505,977,840,601,494,349,208,267,262,290,6167,,,,,,,,,,
G4201010000900,G42010100009,1980,Pennsylvania,42,420,Philadelphia County,101,1010,000900,State: 42 County: 101 Tract: 9,4230,3867,238,21,98,,1333,531,342,223,103,51,36,69,43,23,3095,,,,,,,,,,
G4201010001000,G42010100010,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001000,State: 42 County: 101 Tract: 10,5213,4982,150,0,75,,398,323,381,294,286,200,166,205,322,300,3183,,,,,,,,,,
G4201010001100,G42010100011,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001100,State: 42 County: 101 Tract: 11,5993,5537,350,6,71,,1286,543,516,322,250,213,134,224,246,73,4281,,,,,,,,,,
G4201010001200,G42010100012,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001200,State: 42 County: 101 Tract: 12,8319,7635,587,7,55,,1427,859,655,453,372,305,216,229,303,197,5430,,,,,,,,,,
G4201010001300,G42010100013,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001300,State: 42 County: 101 Tract: 13,5152,722,4339,5,39,,1222,360,170,133,26,72,51,18,29,9,2701,,,,,,,,,,
G4201010001400,G42010100014,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001400,State: 42 County: 101 Tract: 14,3469,295,3114,6,16,,1081,242,155,71,26,42,5,0,6,6,2243,,,,,,,,,,
G4201010001500,G42010100015,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001500,State: 42 County: 101 Tract: 15,2512,938,1542,0,41,,592,120,154,78,33,43,23,6,21,15,1312,,,,,,,,,,
G4201010001600,G42010100016,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001600,State: 42 County: 101 Tract: 16,1837,1524,281,0,27,,317,171,84,71,86,37,46,46,49,21,1209,,,,,,,,,,
G4201010001700,G42010100017,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001700,State: 42 County: 101 Tract: 17,2149,1562,548,33,11,,406,165,190,61,51,64,81,26,46,6,1237,,,,,,,,,,
G4201010001800,G42010100018,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001800,State: 42 County: 101 Tract: 18,3625,1936,1614,0,0,,729,194,157,148,72,39,14,11,11,0,1707,,,,,,,,,,
G4201010001900,G42010100019,1980,Pennsylvania,42,420,Philadelphia County,101,1010,001900,State: 42 County: 101 Tract: 19,3788,16,3703,22,12,,1055,267,150,50,17,11,0,15,0,0,2181,,,,,,,,,,
G4201010002000,G42010100020,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002000,State: 42 County: 101 Tract: 20,2681,73,2606,0,13,,611,153,94,69,33,33,18,8,0,0,1265,,,,,,,,,,
G4201010002100,G42010100021,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002100,State: 42 County: 101 Tract: 21,2814,8,2737,0,0,,602,145,77,93,32,29,4,14,0,0,1357,,,,,,,,,,
G4201010002200,G42010100022,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002200,State: 42 County: 101 Tract: 22,2262,170,2059,0,52,,593,107,88,61,15,30,31,0,0,0,1138,,,,,,,,,,
G4201010002300,G42010100023,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002300,State: 42 County: 101 Tract: 23,2908,2573,238,0,11,,633,213,136,50,73,29,0,33,24,0,1332,,,,,,,,,,
G4201010002400,G42010100024,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002400,State: 42 County: 101 Tract: 24,4760,3873,642,0,163,,891,309,183,177,115,41,31,54,10,11,2136,,,,,,,,,,
G4201010002500,G42010100025,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002500,State: 42 County: 101 Tract: 25,4960,1885,2971,0,23,,1058,265,146,130,65,61,34,21,13,0,2059,,,,,,,,,,
G4201010002600,G42010100026,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002600,State: 42 County: 101 Tract: 26,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
G4201010002700,G42010100027,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002700,State: 42 County: 101 Tract: 27,8576,6827,938,7,387,,1546,492,355,329,196,121,75,51,37,13,3706,,,,,,,,,,
G4201010002800,G42010100028,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002800,State: 42 County: 101 Tract: 28,9632,9166,159,8,173,,1646,615,481,368,221,118,92,81,23,7,3986,,,,,,,,,,
G4201010002900,G42010100029,1980,Pennsylvania,42,420,Philadelphia County,101,1010,002900,State: 42 County: 101 Tract: 29,5163,5146,0,0,0,,920,339,246,202,132,62,52,39,94,21,2250,,,,,,,,,,
G4201010003000,G42010100030,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003000,State: 42 County: 101 Tract: 30,8090,4408,3429,17,190,,1425,579,411,242,109,174,34,54,46,0,3444,,,,,,,,,,
G4201010003100,G42010100031,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003100,State: 42 County: 101 Tract: 31,6422,282,6112,0,0,,1511,456,177,157,106,63,33,26,6,0,3007,,,,,,,,,,
G4201010003200,G42010100032,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003200,State: 42 County: 101 Tract: 32,6926,1613,5285,0,14,,1160,397,288,155,108,57,53,48,7,0,2676,,,,,,,,,,
G4201010003300,G42010100033,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003300,State: 42 County: 101 Tract: 33,7271,5227,2024,0,30,,1157,400,266,199,159,98,49,73,28,10,2776,,,,,,,,,,
G4201010003400,G42010100034,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003400,State: 42 County: 101 Tract: 34,557,151,324,0,25,,92,34,49,0,13,7,0,0,0,0,247,,,,,,,,,,
G4201010003500,G42010100035,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003500,State: 42 County: 101 Tract: 35,123,119,0,0,0,,33,5,6,0,0,4,0,7,0,0,67,,,,,,,,,,
G4201010003600,G42010100036,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003600,State: 42 County: 101 Tract: 36,7813,3384,4421,0,8,,1609,325,220,199,127,80,48,34,31,0,3253,,,,,,,,,,
G4201010003700,G42010100037,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003700,State: 42 County: 101 Tract: 37,11021,9197,1751,13,35,,1546,745,664,360,262,174,114,104,27,6,4219,,,,,,,,,,
G4201010003800,G42010100038,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003800,State: 42 County: 101 Tract: 38,4640,4634,6,0,0,,406,237,275,236,204,125,85,99,23,5,1753,,,,,,,,,,
G4201010003900,G42010100039,1980,Pennsylvania,42,420,Philadelphia County,101,1010,003900,State: 42 County: 101 Tract: 39,13576,13451,45,0,59,,1747,802,897,573,423,313,109,135,107,31,5420,,,,,,,,,,
G4201010004000,G42010100040,1980,Pennsylvania,42,420,Philadelphia County,101,1010,004000,State: 42 County: 101 Tract: 40,11188,11134,0,0,23,,1631,735,678,455,292,210,86,111,41,15,4429,,,,,,,,,,
G4201010004100,G42010100041,1980,Pennsylvania,42,420,Philadelphia County,101,1010,004100,State: 42 County: 101 Tract: 41,14936,12118,2492,0,169,,2522,786,681,573,284,143,62,96,6,22,5789,,,,,,,,,,
G4201010004200,G42010100042,1980,Pennsylvania,42,420,Philadelphia County,101,1010,004200,State: 42 County: 101 Tract: 42,11763,11269,252,0,173,,1492,679,654,500,302,179,98,69,28,17,4192,,,,,,,,,,
